Cu-Ni-Powder_250x_10_SE_png.rf.cd93ec4589ad8f4e412cb1ec0e805016 (YOLO): Detections=12, IoU=0.8365, Prec=0.9100, Rec=0.9136, Morph={'area': {'RMSE': 3529.87083097007, 'Mean of Predictions': 9876.5, 'Mean of Ground Truth': 10449.583333333334, 'R2': 0.6830624074427221}, 'area_convex': {'RMSE': 4400.059819669123, 'Mean of Predictions': 11507.75, 'Mean of Ground Truth': 12276.166666666666, 'R2': 0.6793354832782541}, 'major_axis_length': {'RMSE': 19.526330870390108, 'Mean of Predictions': 147.46397253610738, 'Mean of Ground Truth': 148.89765185053378, 'R2': 0.8113098493341562}, 'minor_axis_length': {'RMSE': 25.974748874913335, 'Mean of Predictions': 89.4013016045328, 'Mean of Ground Truth': 94.3536427144047, 'R2': 0.6258582859530841}, 'eccentricity': {'RMSE': 0.08495440922869806, 'Mean of Predictions': 0.7634658809132812, 'Mean of Ground Truth': 0.7420374231174637, 'R2': 0.7231243221571927}, 'equivalent_diameter': {'RMSE': 20.960626606812333, 'Mean of Predictions': 106.62567414909972, 'Mean of Ground Truth': 109.7760316524101, 'R2': 0.6496555886636854}, 'euler_number': {'RMSE': 0.0, 'Mean of Predictions': 1.0, 'Mean of Ground Truth': 1.0, 'R2': 1.0}, 'extent': {'RMSE': 0.05515375345486782, 'Mean of Predictions': 0.6296843099707324, 'Mean of Ground Truth': 0.6014858277036509, 'R2': 0.46065802245118603}, 'feret_diameter_max': {'RMSE': 22.91515583424299, 'Mean of Predictions': 153.52825312110994, 'Mean of Ground Truth': 156.4894114605273, 'R2': 0.7571656539015441}, 'perimeter': {'RMSE': 127.97215887166244, 'Mean of Predictions': 457.188702304119, 'Mean of Ground Truth': 481.873571765638, 'R2': 0.5519715460751179}, 'solidity': {'RMSE': 0.028643582505423985, 'Mean of Predictions': 0.8751295130811235, 'Mean of Ground Truth': 0.8723167460942163, 'R2': 0.7751475523813307}}
S02_01_SE1_1000X16_png.rf.1fab57db91783570e9210e6bcb342f81 (YOLO): Detections=25, IoU=0.7877, Prec=0.9021, Rec=0.8326, Morph={'area': {'RMSE': 6556.890827213764, 'Mean of Predictions': 22883.56, 'Mean of Ground Truth': 24753.2, 'R2': 0.933006511396847}, 'area_convex': {'RMSE': 7158.112449521871, 'Mean of Predictions': 23819.48, 'Mean of Ground Truth': 25804.52, 'R2': 0.9233718081267538}, 'major_axis_length': {'RMSE': 70.99145395984918, 'Mean of Predictions': 180.6837358152534, 'Mean of Ground Truth': 199.12063247075588, 'R2': 0.4585825578725832}, 'minor_axis_length': {'RMSE': 29.07372077025682, 'Mean of Predictions': 123.83553540869994, 'Mean of Ground Truth': 132.44423313689123, 'R2': 0.8785135573795201}, 'eccentricity': {'RMSE': 0.13147234165334884, 'Mean of Predictions': 0.6647724939367582, 'Mean of Ground Truth': 0.6623523539042608, 'R2': 0.6976105462411092}, 'equivalent_diameter': {'RMSE': 39.13037437968092, 'Mean of Predictions': 144.24899442948575, 'Mean of Ground Truth': 155.84338271232033, 'R2': 0.7882057586835852}, 'euler_number': {'RMSE': 0.0, 'Mean of Predictions': 0.96, 'Mean of Ground Truth': 0.96, 'R2': 1.0}, 'extent': {'RMSE': 0.08671342641796052, 'Mean of Predictions': 0.7249338125714272, 'Mean of Ground Truth': 0.6823443385293352, 'R2': 0.7073409045154521}, 'feret_diameter_max': {'RMSE': 77.45870501315837, 'Mean of Predictions': 190.42267610552219, 'Mean of Ground Truth': 211.09209790658883, 'R2': 0.41912826554061666}, 'perimeter': {'RMSE': 190.860723548993, 'Mean of Predictions': 547.243255173614, 'Mean of Ground Truth': 596.1031685184364, 'R2': 0.587529752862435}, 'solidity': {'RMSE': 0.034740003870172474, 'Mean of Predictions': 0.9121459615610782, 'Mean of Ground Truth': 0.9099118003755728, 'R2': 0.9665846836321176}}
S02_02_SE1_300X18_png.rf.1a16e8c5f4e008cb2fc48c98b35778fb (YOLO): Detections=139, IoU=0.8133, Prec=0.8613, Rec=0.9297, Morph={'area': {'RMSE': 891.1241869384775, 'Mean of Predictions': 4375.496402877698, 'Mean of Ground Truth': 4092.6187050359713, 'R2': 0.8708167411287219}, 'area_convex': {'RMSE': 1075.5865356555246, 'Mean of Predictions': 4693.251798561151, 'Mean of Ground Truth': 4293.805755395683, 'R2': 0.8277546242290011}, 'major_axis_length': {'RMSE': 14.899197616549541, 'Mean of Predictions': 83.1403948529467, 'Mean of Ground Truth': 81.05755066565972, 'R2': 0.6623550215146908}, 'minor_axis_length': {'RMSE': 6.872942228632715, 'Mean of Predictions': 63.92555078669214, 'Mean of Ground Truth': 61.35884522611511, 'R2': 0.9105527178789768}, 'eccentricity': {'RMSE': 0.1081098464860205, 'Mean of Predictions': 0.56937226921976, 'Mean of Ground Truth': 0.5625140284493094, 'R2': 0.7969286593348798}, 'equivalent_diameter': {'RMSE': 7.852023608075378, 'Mean of Predictions': 71.0766821166712, 'Mean of Ground Truth': 68.71734560358907, 'R2': 0.8738687310935299}, 'euler_number': {'RMSE': 0.0, 'Mean of Predictions': 0.9928057553956835, 'Mean of Ground Truth': 0.9928057553956835, 'R2': 1.0}, 'extent': {'RMSE': 0.08156652354592495, 'Mean of Predictions': 0.7500978798230326, 'Mean of Ground Truth': 0.707382273424022, 'R2': 0.0979858778021735}, 'feret_diameter_max': {'RMSE': 15.043345041019752, 'Mean of Predictions': 89.54844761395825, 'Mean of Ground Truth': 84.82274096239642, 'R2': 0.6560879098276988}, 'perimeter': {'RMSE': 43.750719877249836, 'Mean of Predictions': 264.25696705599836, 'Mean of Ground Truth': 245.99873644755766, 'R2': 0.6816069548338044}, 'solidity': {'RMSE': 0.05138760656320906, 'Mean of Predictions': 0.9241805540606515, 'Mean of Ground Truth': 0.9455378735402807, 'R2': 0.6883400654002786}}
S02_03_SE1_1000X24_png.rf.61ceee7fe0a4f4ccabd61c1e71524baf (YOLO): Detections=28, IoU=0.7926, Prec=0.8803, Rec=0.8307, Morph={'area': {'RMSE': 15160.21064803709, 'Mean of Predictions': 21327.89285714286, 'Mean of Ground Truth': 26488.5, 'R2': 0.4777957906637348}, 'area_convex': {'RMSE': 16063.115295608135, 'Mean of Predictions': 22572.428571428572, 'Mean of Ground Truth': 27772.285714285714, 'R2': 0.450078259261957}, 'major_axis_length': {'RMSE': 79.73424162477706, 'Mean of Predictions': 183.25878461940562, 'Mean of Ground Truth': 212.22409054902914, 'R2': -0.312300951156431}, 'minor_axis_length': {'RMSE': 59.16139556411723, 'Mean of Predictions': 124.29460953582343, 'Mean of Ground Truth': 144.3346450751939, 'R2': 0.36440323326998103}, 'eccentricity': {'RMSE': 0.06118678459056754, 'Mean of Predictions': 0.7069022827669728, 'Mean of Ground Truth': 0.6930627465356226, 'R2': 0.9184929867932409}, 'equivalent_diameter': {'RMSE': 66.69754255225537, 'Mean of Predictions': 145.2899611939144, 'Mean of Ground Truth': 168.82880839114068, 'R2': 0.148280902168328}, 'euler_number': {'RMSE': 0.0, 'Mean of Predictions': 1.0, 'Mean of Ground Truth': 1.0, 'R2': 1.0}, 'extent': {'RMSE': 0.06888863277553604, 'Mean of Predictions': 0.7273632908330575, 'Mean of Ground Truth': 0.709007119734494, 'R2': 0.4451359083464931}, 'feret_diameter_max': {'RMSE': 79.97247824940584, 'Mean of Predictions': 190.95960066056634, 'Mean of Ground Truth': 219.34873017538453, 'R2': -0.36838959607744415}, 'perimeter': {'RMSE': 243.41158893755363, 'Mean of Predictions': 556.3633526848938, 'Mean of Ground Truth': 628.2342567819329, 'R2': -0.08195094686295912}, 'solidity': {'RMSE': 0.035490774201906626, 'Mean of Predictions': 0.9297151626933396, 'Mean of Ground Truth': 0.9424115286716769, 'R2': 0.5991569090230418}}
S04_01_SE1_1000X45_png.rf.baa89207016e4da58f6ec0ab4f2b008f (YOLO): Detections=113, IoU=0.8331, Prec=0.8775, Rec=0.9331, Morph={'area': {'RMSE': 574.6443532684915, 'Mean of Predictions': 5168.592920353983, 'Mean of Ground Truth': 4925.026548672567, 'R2': 0.979511256136391}, 'area_convex': {'RMSE': 748.1051461756651, 'Mean of Predictions': 5512.150442477876, 'Mean of Ground Truth': 5122.7522123893805, 'R2': 0.9679491317611602}, 'major_axis_length': {'RMSE': 9.917506442134545, 'Mean of Predictions': 88.1093425000738, 'Mean of Ground Truth': 85.88519469979224, 'R2': 0.9059912458343783}, 'minor_axis_length': {'RMSE': 3.834394327204648, 'Mean of Predictions': 67.30447548095404, 'Mean of Ground Truth': 65.14891990336926, 'R2': 0.9845007564664284}, 'eccentricity': {'RMSE': 0.09595761155925944, 'Mean of Predictions': 0.5883445880967781, 'Mean of Ground Truth': 0.5761594158947295, 'R2': 0.8418638701956713}, 'equivalent_diameter': {'RMSE': 4.878252697027914, 'Mean of Predictions': 75.04592899494949, 'Mean of Ground Truth': 73.09715674135572, 'R2': 0.9743437041301711}, 'euler_number': {'RMSE': 0.0, 'Mean of Predictions': 0.9911504424778761, 'Mean of Ground Truth': 0.9911504424778761, 'R2': 1.0}, 'extent': {'RMSE': 0.06814344969332933, 'Mean of Predictions': 0.7637016939207482, 'Mean of Ground Truth': 0.7338728418045153, 'R2': 0.42014263638310634}, 'feret_diameter_max': {'RMSE': 11.070227563522826, 'Mean of Predictions': 93.69395544188312, 'Mean of Ground Truth': 88.43798218648989, 'R2': 0.8898762446542521}, 'perimeter': {'RMSE': 33.38530373178727, 'Mean of Predictions': 277.5587728376628, 'Mean of Ground Truth': 257.24195096462245, 'R2': 0.8987942744671029}, 'solidity': {'RMSE': 0.04391873807616697, 'Mean of Predictions': 0.9262463186832016, 'Mean of Ground Truth': 0.9511919979807313, 'R2': 0.7846339849524477}}
S05_02_SE1_300X59_png.rf.ab223b36432318e07ad4d0e7c1d7dea6 (YOLO): Detections=92, IoU=0.7957, Prec=0.8756, Rec=0.8928, Morph={'area': {'RMSE': 1350.5703867496936, 'Mean of Predictions': 5086.423913043478, 'Mean of Ground Truth': 5073.228260869565, 'R2': 0.7751157339374553}, 'area_convex': {'RMSE': 1664.1112394883055, 'Mean of Predictions': 5456.467391304348, 'Mean of Ground Truth': 5379.423913043478, 'R2': 0.6988529471429639}, 'major_axis_length': {'RMSE': 26.333414397829355, 'Mean of Predictions': 91.20375266204219, 'Mean of Ground Truth': 95.23789325524218, 'R2': 0.28896889221528543}, 'minor_axis_length': {'RMSE': 7.9286796487512765, 'Mean of Predictions': 68.00250817005723, 'Mean of Ground Truth': 66.54059176897536, 'R2': 0.8915335686108276}, 'eccentricity': {'RMSE': 0.13621197168497412, 'Mean of Predictions': 0.5858491932326279, 'Mean of Ground Truth': 0.6182255703291305, 'R2': 0.6881426934832595}, 'equivalent_diameter': {'RMSE': 12.047075248131014, 'Mean of Predictions': 76.38027780468089, 'Mean of Ground Truth': 76.85390726600198, 'R2': 0.7375132389914055}, 'euler_number': {'RMSE': 0.0, 'Mean of Predictions': 1.0, 'Mean of Ground Truth': 1.0, 'R2': 1.0}, 'extent': {'RMSE': 0.09967279705760454, 'Mean of Predictions': 0.755584222601216, 'Mean of Ground Truth': 0.7047339443082288, 'R2': -0.6897854670728654}, 'feret_diameter_max': {'RMSE': 25.165620609409775, 'Mean of Predictions': 96.9018122264063, 'Mean of Ground Truth': 98.56022105234038, 'R2': 0.3271174127823365}, 'perimeter': {'RMSE': 65.69872847346666, 'Mean of Predictions': 285.55205185565916, 'Mean of Ground Truth': 282.83910830914243, 'R2': 0.4589682012298245}, 'solidity': {'RMSE': 0.043914692521780666, 'Mean of Predictions': 0.9313143937100649, 'Mean of Ground Truth': 0.9475972478553899, 'R2': -0.02249196138699916}}
S05_03_SE1_1000X65_png.rf.b1b275b60d329ab4fae1100a32dcfd4e (YOLO): Detections=11, IoU=0.7825, Prec=0.8691, Rec=0.8137, Morph={'area': {'RMSE': 14967.053851710429, 'Mean of Predictions': 51345.545454545456, 'Mean of Ground Truth': 52954.72727272727, 'R2': 0.8849074458419426}, 'area_convex': {'RMSE': 16420.323252825223, 'Mean of Predictions': 54856.454545454544, 'Mean of Ground Truth': 56089.454545454544, 'R2': 0.8716199747293454}, 'major_axis_length': {'RMSE': 81.44659007488589, 'Mean of Predictions': 325.0141488041095, 'Mean of Ground Truth': 329.32724379008374, 'R2': 0.13897044555813776}, 'minor_axis_length': {'RMSE': 35.31795280997236, 'Mean of Predictions': 186.0333700180065, 'Mean of Ground Truth': 193.58483838248995, 'R2': 0.903484102283938}, 'eccentricity': {'RMSE': 0.1742442520917032, 'Mean of Predictions': 0.7029491391182973, 'Mean of Ground Truth': 0.7550635922243729, 'R2': 0.32109210632169227}, 'equivalent_diameter': {'RMSE': 49.23211239166192, 'Mean of Predictions': 231.76924443955522, 'Mean of Ground Truth': 239.5142078939405, 'R2': 0.7589935767321059}, 'euler_number': {'RMSE': 0.0, 'Mean of Predictions': 1.0, 'Mean of Ground Truth': 1.0, 'R2': 1.0}, 'extent': {'RMSE': 0.03878515202474954, 'Mean of Predictions': 0.7485398675821243, 'Mean of Ground Truth': 0.7342147844656634, 'R2': 0.52929370332115}, 'feret_diameter_max': {'RMSE': 86.48768058167913, 'Mean of Predictions': 338.33724606313405, 'Mean of Ground Truth': 340.84934830788103, 'R2': -0.06464866919862033}, 'perimeter': {'RMSE': 236.10908464195558, 'Mean of Predictions': 965.8099497752363, 'Mean of Ground Truth': 948.873005561118, 'R2': 0.4611145110641256}, 'solidity': {'RMSE': 0.025653369930358407, 'Mean of Predictions': 0.9379860560262654, 'Mean of Ground Truth': 0.9438304550391584, 'R2': 0.6289470605393637}}
S07_03_SE1_1250X92_png.rf.03fe49af01d0314c26c63cbf31c6f316 (YOLO): Detections=14, IoU=0.8107, Prec=0.9383, Rec=0.8540, Morph={'area': {'RMSE': 3327.923612619222, 'Mean of Predictions': 38234.78571428572, 'Mean of Ground Truth': 39139.92857142857, 'R2': 0.9962195504113996}, 'area_convex': {'RMSE': 5569.639068839458, 'Mean of Predictions': 41591.28571428572, 'Mean of Ground Truth': 42177.07142857143, 'R2': 0.9907552019311393}, 'major_axis_length': {'RMSE': 83.0379983876774, 'Mean of Predictions': 269.6821918766138, 'Mean of Ground Truth': 301.6271594033556, 'R2': 0.6362465620229252}, 'minor_axis_length': {'RMSE': 9.238602013148615, 'Mean of Predictions': 143.1209616669312, 'Mean of Ground Truth': 144.7812050500959, 'R2': 0.9926369974096084}, 'eccentricity': {'RMSE': 0.07983476438497511, 'Mean of Predictions': 0.7429317902727838, 'Mean of Ground Truth': 0.757843833371488, 'R2': 0.9089642869716867}, 'equivalent_diameter': {'RMSE': 20.208351153797864, 'Mean of Predictions': 184.2772455355598, 'Mean of Ground Truth': 191.92287611511168, 'R2': 0.9685866260912906}, 'euler_number': {'RMSE': 0.0, 'Mean of Predictions': 1.0, 'Mean of Ground Truth': 1.0, 'R2': 1.0}, 'extent': {'RMSE': 0.0980087594379352, 'Mean of Predictions': 0.7405178588365622, 'Mean of Ground Truth': 0.6806862043093338, 'R2': -0.09326793569739733}, 'feret_diameter_max': {'RMSE': 70.83082555695283, 'Mean of Predictions': 279.9450346391889, 'Mean of Ground Truth': 306.28421141319586, 'R2': 0.7510830329573541}, 'perimeter': {'RMSE': 174.41164726858955, 'Mean of Predictions': 787.9677151295616, 'Mean of Ground Truth': 825.2008009981436, 'R2': 0.8299941481357257}, 'solidity': {'RMSE': 0.057935971294470326, 'Mean of Predictions': 0.9240586580800493, 'Mean of Ground Truth': 0.909152500509015, 'R2': -0.055188782042338014}}
Sc1Tile_001-002-000_0-000_png.rf.05bb96317364c2a84f4eb06582dde5e9 (YOLO): Detections=248, IoU=0.6917, Prec=0.7649, Rec=0.8855, Morph={'area': {'RMSE': 2820.8806299143193, 'Mean of Predictions': 4988.0, 'Mean of Ground Truth': 4967.334677419355, 'R2': 0.7430313021617072}, 'area_convex': {'RMSE': 3345.6847218565763, 'Mean of Predictions': 5372.419354838709, 'Mean of Ground Truth': 5288.6612903225805, 'R2': 0.6921442104527185}, 'major_axis_length': {'RMSE': 25.72888912826348, 'Mean of Predictions': 82.67860405601103, 'Mean of Ground Truth': 79.80528428168405, 'R2': 0.669400150079795}, 'minor_axis_length': {'RMSE': 13.884002960217769, 'Mean of Predictions': 65.66265187726243, 'Mean of Ground Truth': 63.905026281302824, 'R2': 0.8552477129456766}, 'eccentricity': {'RMSE': 0.21076499795809905, 'Mean of Predictions': 0.5644890239531825, 'Mean of Ground Truth': 0.47913675090006796, 'R2': 0.21091136710003588}, 'equivalent_diameter': {'RMSE': 16.231396205388474, 'Mean of Predictions': 71.7219423235045, 'Mean of Ground Truth': 69.68042142229511, 'R2': 0.8206847211466163}, 'euler_number': {'RMSE': 0.26940795304016235, 'Mean of Predictions': 1.0, 'Mean of Ground Truth': 0.9758064516129032, 'R2': -0.008130081300813385}, 'extent': {'RMSE': 0.12521806595996793, 'Mean of Predictions': 0.7867606078224704, 'Mean of Ground Truth': 0.7122807297843228, 'R2': -2.035851620147029}, 'feret_diameter_max': {'RMSE': 25.72884710103976, 'Mean of Predictions': 90.21230885596758, 'Mean of Ground Truth': 83.25816561778355, 'R2': 0.6941407295428632}, 'perimeter': {'RMSE': 87.31987398314487, 'Mean of Predictions': 267.57193281711056, 'Mean of Ground Truth': 254.9995555995217, 'R2': 0.6674450074345064}, 'solidity': {'RMSE': 0.06444674857027201, 'Mean of Predictions': 0.9241164232171628, 'Mean of Ground Truth': 0.9431370485675324, 'R2': -0.6611913014728357}}
TruForm174-2_00-37_500X16_png.rf.17ddf81ab4dd63c5ce6f66654a48c5b4 (YOLO): Detections=70, IoU=0.8697, Prec=0.9123, Rec=0.9478, Morph={'area': {'RMSE': 1604.4901237286745, 'Mean of Predictions': 6970.214285714285, 'Mean of Ground Truth': 6866.285714285715, 'R2': 0.7068272473628825}, 'area_convex': {'RMSE': 1749.8581942546089, 'Mean of Predictions': 7374.271428571428, 'Mean of Ground Truth': 7110.285714285715, 'R2': 0.6814551933876776}, 'major_axis_length': {'RMSE': 14.791886531652183, 'Mean of Predictions': 107.31340038129679, 'Mean of Ground Truth': 106.54942380323455, 'R2': 0.5980794389760196}, 'minor_axis_length': {'RMSE': 12.41863098958117, 'Mean of Predictions': 81.89494484204641, 'Mean of Ground Truth': 81.33270307296866, 'R2': 0.7197331713478167}, 'eccentricity': {'RMSE': 0.07499094503684758, 'Mean of Predictions': 0.5567685263972839, 'Mean of Ground Truth': 0.5570065885420762, 'R2': 0.8966731020767947}, 'equivalent_diameter': {'RMSE': 13.0307261069899, 'Mean of Predictions': 91.31383414916907, 'Mean of Ground Truth': 90.92360057914733, 'R2': 0.6427713749513047}, 'euler_number': {'RMSE': 0.0, 'Mean of Predictions': 1.0, 'Mean of Ground Truth': 1.0, 'R2': 1.0}, 'extent': {'RMSE': 0.05513671246380328, 'Mean of Predictions': 0.7633464259523265, 'Mean of Ground Truth': 0.7364717720060183, 'R2': 0.03354062443401007}, 'feret_diameter_max': {'RMSE': 16.773969413181504, 'Mean of Predictions': 114.36098338347482, 'Mean of Ground Truth': 111.40005039677918, 'R2': 0.49873723741005627}, 'perimeter': {'RMSE': 54.210405941984035, 'Mean of Predictions': 337.05481949267397, 'Mean of Ground Truth': 323.29475810888624, 'R2': 0.4399343231866778}, 'solidity': {'RMSE': 0.03508468423997573, 'Mean of Predictions': 0.942720466845119, 'Mean of Ground Truth': 0.9658736069719158, 'R2': -0.14335603191988588}}

(YOLO) Overall: Mean IoU=0.7780, Mean Prec=0.8742, Mean Rec=0.8676, Overall Morph={'area': {'RMSE': 5749.29587392232, 'Mean of Predictions': 14569.078806900394, 'Mean of Ground Truth': 15906.925093796826, 'R2': 0.6823619235099776}, 'area_convex': {'RMSE': 7251.591370509511, 'Mean of Predictions': 15930.350249530613, 'Mean of Ground Truth': 17470.826998519864, 'R2': 0.6159167804143519}, 'major_axis_length': {'RMSE': 46.052561924261866, 'Mean of Predictions': 145.8676871068041, 'Mean of Ground Truth': 156.70066778845523, 'R2': 0.5043283042510798}, 'minor_axis_length': {'RMSE': 24.02882772382838, 'Mean of Predictions': 94.83459410908827, 'Mean of Ground Truth': 99.31941330829044, 'R2': 0.6909281753475783}, 'eccentricity': {'RMSE': 0.11022283559786425, 'Mean of Predictions': 0.6667166272278704, 'Mean of Ground Truth': 0.6693299555159267, 'R2': 0.6616015362121298}, 'equivalent_diameter': {'RMSE': 27.22461582066352, 'Mean of Predictions': 111.56843467618873, 'Mean of Ground Truth': 117.66302858424038, 'R2': 0.6694046282269565}, 'euler_number': {'RMSE': 0.02413043346978864, 'Mean of Predictions': 0.9946965546511948, 'Mean of Ground Truth': 0.9923505135954762, 'R2': 0.9087582291136137}, 'extent': {'RMSE': 0.08861182730738447, 'Mean of Predictions': 0.7151644174834523, 'Mean of Ground Truth': 0.6720363894389576, 'R2': -0.19673281340614437}, 'feret_diameter_max': {'RMSE': 46.32953046680892, 'Mean of Predictions': 153.3279622799113, 'Mean of Ground Truth': 162.45261514378032, 'R2': 0.49311576206241786}, 'perimeter': {'RMSE': 156.86688286443922, 'Mean of Predictions': 450.114056822301, 'Mean of Ground Truth': 476.03137772222016, 'R2': 0.4875656205591602}, 'solidity': {'RMSE': 0.05032505797254798, 'Mean of Predictions': 0.906360447463373, 'Mean of Ground Truth': 0.9122403892064452, 'R2': 0.31047619630514645}}
